time	avg_ATP	avg_ADP	avg_ca_mito	avg_psi_mito	avg_cai	avg_cp_prod
47976	4938	51.55	1.44498	180.986	0.17694	nan
47977	4938	51.55	1.44487	180.997	0.174901	nan
47978	4938	51.5501	1.44474	181.01	0.172826	nan
47979	4938	51.5501	1.4446	181.022	0.170767	nan
47980	4938	51.5501	1.44445	181.035	0.168769	nan
47981	4937.99	51.5502	1.44431	181.047	0.166799	nan
47982	4937.99	51.5502	1.44415	181.06	0.164823	nan
47983	4937.99	51.5502	1.444	181.072	0.162949	nan
47984	4937.99	51.5502	1.44384	181.083	0.161202	nan
47985	4937.99	51.5503	1.44368	181.095	0.159492	nan
47986	4937.99	51.5503	1.44351	181.107	0.157853	nan
47987	4937.99	51.5503	1.44334	181.118	0.156343	nan
47988	4937.99	51.5504	1.44318	181.128	0.15493	nan
47989	4937.98	51.5504	1.44302	181.138	0.153585	nan
47990	4937.98	51.5504	1.44285	181.147	0.152293	nan
47991	4937.98	51.5504	1.4427	181.155	0.151067	nan
47992	4937.98	51.5505	1.44255	181.162	0.149989	nan
47993	4937.98	51.5505	1.44239	181.169	0.148991	nan
47994	4937.98	51.5505	1.44223	181.177	0.147981	nan
47995	4937.98	51.5506	1.44207	181.184	0.146976	nan
47996	4937.98	51.5506	1.4419	181.191	0.146046	nan
47997	4937.98	51.5506	1.44173	181.198	0.145204	nan
47998	4937.97	51.5506	1.44158	181.203	0.144455	nan
47999	4937.97	51.5507	1.44141	181.21	0.143715	nan
48000	4937.97	51.5507	1.44124	181.216	0.143015	nan
48001	4937.97	51.5507	1.44106	181.223	0.142425	nan
48002	4937.97	51.5508	1.44089	181.228	0.141889	nan
48003	4937.97	51.5508	1.44073	181.232	0.141459	nan
48004	4937.97	51.5508	1.44058	181.235	0.141147	nan
48005	4937.97	51.5508	1.44043	181.239	0.140751	nan
48006	4937.97	51.5509	1.44026	181.243	0.140394	nan
48007	4937.96	51.5509	1.44013	181.243	0.140203	nan
48008	4937.96	51.5509	1.44001	181.242	0.140171	nan
48009	4937.96	51.551	1.4399	181.239	0.140338	nan
48010	4937.96	51.551	1.43982	181.234	0.140548	nan
48011	4937.96	51.551	1.43976	181.227	0.140899	nan
48012	4937.96	51.551	1.4397	181.221	0.141439	nan
48013	4937.96	51.5511	1.43962	181.215	0.142193	nan
48014	4937.96	51.5511	1.43955	181.21	0.142957	nan
48015	4937.96	51.5511	1.43947	181.207	0.143836	nan
48016	4937.95	51.5512	1.43937	181.204	0.14489	nan
48017	4937.95	51.5512	1.43928	181.201	0.14602	nan
48018	4937.95	51.5512	1.43922	181.196	0.147438	nan
48019	4937.95	51.5512	1.43918	181.188	0.149195	nan
48020	4937.95	51.5513	1.4392	181.174	0.151063	nan
48021	4937.95	51.5513	1.43926	181.156	0.153106	nan
48022	4937.95	51.5513	1.43935	181.137	0.155372	nan
48023	4937.95	51.5514	1.43946	181.116	0.158168	nan
48024	4937.94	51.5514	1.4396	181.092	0.161548	nan
48025	4937.94	51.5514	1.43979	181.066	0.165206	nan
48026	4937.94	51.5514	1.44	181.037	0.169316	nan
48027	4937.94	51.5515	1.44021	181.009	0.174092	nan
48028	4937.94	51.5515	1.44041	180.985	0.178788	nan
48029	4937.94	51.5515	1.44063	180.959	0.183489	nan
48030	4937.94	51.5516	1.44085	180.935	0.188288	nan
48031	4937.94	51.5516	1.44108	180.91	0.19279	nan
48032	4937.94	51.5516	1.44134	180.883	0.197264	nan
48033	4937.93	51.5516	1.44163	180.855	0.201775	nan
48034	4937.93	51.5517	1.44192	180.829	0.206288	nan
48035	4937.93	51.5517	1.44223	180.799	0.211751	nan
48036	4937.93	51.5517	1.44267	180.759	0.219281	nan
48037	4937.93	51.5518	1.44324	180.705	0.230676	nan
48038	4937.93	51.5518	1.44387	180.648	0.245043	nan
48039	4937.93	51.5518	1.44446	180.598	0.25832	nan
48040	4937.93	51.5518	1.44493	180.561	0.267464	nan
48041	4937.93	51.5519	1.44527	180.541	0.272696	nan
48042	4937.92	51.5519	1.44552	180.53	0.27523	nan
48043	4937.92	51.5519	1.44573	180.526	0.275727	nan
48044	4937.92	51.552	1.4459	180.525	0.274984	nan
48045	4937.92	51.552	1.44605	180.526	0.273818	nan
48046	4937.92	51.552	1.44618	180.529	0.272127	nan
48047	4937.92	51.552	1.44626	180.538	0.269836	nan
48048	4937.92	51.5521	1.44633	180.547	0.267194	nan
48049	4937.92	51.5521	1.44639	180.558	0.264223	nan
48050	4937.91	51.5521	1.44644	180.568	0.261377	nan
48051	4937.91	51.5522	1.44651	180.576	0.25848	nan
48052	4937.91	51.5522	1.44654	180.589	0.255328	nan
48053	4937.91	51.5522	1.44654	180.603	0.25213	nan
48054	4937.91	51.5522	1.44657	180.615	0.249233	nan
48055	4937.91	51.5523	1.44659	180.626	0.246339	nan
48056	4937.91	51.5523	1.44659	180.64	0.24335	nan
48057	4937.91	51.5523	1.4466	180.652	0.240475	nan
48058	4937.91	51.5524	1.4466	180.665	0.237658	nan
48059	4937.9	51.5524	1.4466	180.676	0.23496	nan
48060	4937.9	51.5524	1.44657	180.691	0.231955	nan
48061	4937.9	51.5524	1.44655	180.705	0.228941	nan
48062	4937.9	51.5525	1.4465	180.72	0.225776	nan
48063	4937.9	51.5525	1.44645	180.735	0.222617	nan
48064	4937.9	51.5525	1.4464	180.75	0.219388	nan
48065	4937.9	51.5526	1.44635	180.765	0.21638	nan
48066	4937.9	51.5526	1.44627	180.781	0.213336	nan
48067	4937.9	51.5526	1.4462	180.796	0.210403	nan
48068	4937.89	51.5527	1.44614	180.809	0.208026	nan
48069	4937.89	51.5527	1.44606	180.825	0.205292	nan
48070	4937.89	51.5527	1.44596	180.841	0.202298	nan
48071	4937.89	51.5527	1.44588	180.855	0.199452	nan
48072	4937.89	51.5528	1.4458	180.868	0.196711	nan
48073	4937.89	51.5528	1.44571	180.881	0.194224	nan
48074	4937.89	51.5528	1.44561	180.896	0.191669	nan
48075	4937.89	51.5529	1.44552	180.908	0.189237	nan
48076	4937.88	51.5529	1.44542	180.921	0.186894	nan
48077	4937.88	51.5529	1.44531	180.935	0.184597	nan
48078	4937.88	51.5529	1.44519	180.948	0.182419	nan
48079	4937.88	51.553	1.44508	180.961	0.180227	nan
48080	4937.88	51.553	1.44498	180.972	0.178252	nan
48081	4937.88	51.553	1.44486	180.984	0.176209	nan
48082	4937.88	51.5531	1.44475	180.994	0.174157	nan
48083	4937.88	51.5531	1.44464	181.004	0.172166	nan
48084	4937.88	51.5531	1.44453	181.015	0.170442	nan
48085	4937.87	51.5531	1.44441	181.025	0.168717	nan
48086	4937.87	51.5532	1.44427	181.037	0.166875	nan
48087	4937.87	51.5532	1.44412	181.05	0.165166	nan
48088	4937.87	51.5532	1.44397	181.061	0.163435	nan
48089	4937.87	51.5533	1.44383	181.072	0.161777	nan
48090	4937.87	51.5533	1.44368	181.083	0.160202	nan
48091	4937.87	51.5533	1.44353	181.093	0.158703	nan
48092	4937.87	51.5533	1.44338	181.103	0.157306	nan
48093	4937.87	51.5534	1.44322	181.114	0.155991	nan
48094	4937.86	51.5534	1.44306	181.123	0.154744	nan
48095	4937.86	51.5534	1.44291	181.132	0.153514	nan
48096	4937.86	51.5535	1.44276	181.14	0.152332	nan
48097	4937.86	51.5535	1.44263	181.146	0.151331	nan
48098	4937.86	51.5535	1.44249	181.152	0.150336	nan
48099	4937.86	51.5535	1.44234	181.159	0.149376	nan
48100	4937.86	51.5536	1.44218	181.167	0.14844	nan
48101	4937.86	51.5536	1.44202	181.174	0.147524	nan
48102	4937.85	51.5536	1.44187	181.18	0.146719	nan
48103	4937.85	51.5537	1.44172	181.186	0.146102	nan
48104	4937.85	51.5537	1.44158	181.19	0.145606	nan
48105	4937.85	51.5537	1.44143	181.195	0.14517	nan
48106	4937.85	51.5537	1.44129	181.199	0.144911	nan
48107	4937.85	51.5538	1.44117	181.201	0.144796	nan
48108	4937.85	51.5538	1.44106	181.2	0.144809	nan
48109	4937.85	51.5538	1.44098	181.197	0.14489	nan
48110	4937.85	51.5539	1.4409	181.194	0.145071	nan
48111	4937.84	51.5539	1.44084	181.189	0.145384	nan
48112	4937.84	51.5539	1.44077	181.186	0.145689	nan
48113	4937.84	51.5539	1.44069	181.183	0.145954	nan
48114	4937.84	51.554	1.4406	181.182	0.146256	nan
48115	4937.84	51.554	1.44054	181.177	0.146731	nan
48116	4937.84	51.554	1.44047	181.174	0.147444	nan
48117	4937.84	51.5541	1.44039	181.172	0.148151	nan
48118	4937.84	51.5541	1.44033	181.168	0.149109	nan
48119	4937.84	51.5541	1.4403	181.161	0.15017	nan
48120	4937.83	51.5541	1.44027	181.154	0.151359	nan
48121	4937.83	51.5542	1.44025	181.146	0.152573	nan
48122	4937.83	51.5542	1.44025	181.137	0.153911	nan
48123	4937.83	51.5542	1.44031	181.122	0.15556	nan
48124	4937.83	51.5543	1.44038	181.105	0.157453	nan
48125	4937.83	51.5543	1.44046	181.09	0.159661	nan
48126	4937.83	51.5543	1.44053	181.075	0.16201	nan
48127	4937.83	51.5543	1.44062	181.059	0.164768	nan
48128	4937.83	51.5544	1.44072	181.043	0.167718	nan
48129	4937.82	51.5544	1.44082	181.027	0.170457	nan
48130	4937.82	51.5544	1.44092	181.013	0.172763	nan
48131	4937.82	51.5545	1.44104	180.997	0.175244	nan
48132	4937.82	51.5545	1.44112	180.985	0.177545	nan
48133	4937.82	51.5545	1.44124	180.971	0.180257	nan
48134	4937.82	51.5545	1.44141	180.951	0.183141	nan
48135	4937.82	51.5546	1.44158	180.932	0.185874	nan
48136	4937.82	51.5546	1.44174	180.915	0.188395	nan
48137	4937.81	51.5546	1.44189	180.9	0.191004	nan
48138	4937.81	51.5547	1.44206	180.885	0.193356	nan
48139	4937.81	51.5547	1.44221	180.871	0.195611	nan
48140	4937.81	51.5547	1.44234	180.86	0.197621	nan
48141	4937.81	51.5547	1.4425	180.846	0.200133	nan
48142	4937.81	51.5548	1.44273	180.826	0.203702	nan
48143	4937.81	51.5548	1.44305	180.797	0.20912	nan
48144	4937.81	51.5548	1.44345	180.76	0.216889	nan
48145	4937.81	51.5549	1.44398	180.711	0.228049	nan
48146	4937.8	51.5549	1.44455	180.66	0.240435	nan
48147	4937.8	51.5549	1.44504	180.62	0.251165	nan
48148	4937.8	51.5549	1.44543	180.592	0.259065	nan
48149	4937.8	51.555	1.44572	180.575	0.264088	nan
48150	4937.8	51.555	1.44594	180.567	0.266727	nan
48151	4937.8	51.555	1.4461	180.566	0.267609	nan
48152	4937.8	51.5551	1.44625	180.565	0.267293	nan
48153	4937.8	51.5551	1.44638	180.567	0.266015	nan
48154	4937.8	51.5551	1.44649	180.571	0.264272	nan
48155	4937.79	51.5551	1.44661	180.574	0.262524	nan
48156	4937.79	51.5552	1.44671	180.579	0.260465	nan
48157	4937.79	51.5552	1.44678	180.587	0.257823	nan
48158	4937.79	51.5552	1.44682	180.597	0.255256	nan
48159	4937.79	51.5553	1.44685	180.608	0.252463	nan
48160	4937.79	51.5553	1.44688	180.62	0.249358	nan
48161	4937.79	51.5553	1.44689	180.633	0.246634	nan
48162	4937.79	51.5554	1.4469	180.645	0.243759	nan
48163	4937.78	51.5554	1.4469	180.658	0.240707	nan
48164	4937.78	51.5554	1.4469	180.67	0.237945	nan
48165	4937.78	51.5554	1.44688	180.684	0.235074	nan
48166	4937.78	51.5555	1.44685	180.699	0.231884	nan
48167	4937.78	51.5555	1.44684	180.71	0.22875	nan
48168	4937.78	51.5555	1.44682	180.723	0.225733	nan
48169	4937.78	51.5556	1.44678	180.737	0.222853	nan
48170	4937.78	51.5556	1.44675	180.749	0.219906	nan
48171	4937.78	51.5556	1.4467	180.764	0.216881	nan
48172	4937.77	51.5556	1.44667	180.775	0.214249	nan
48173	4937.77	51.5557	1.44663	180.787	0.211748	nan
48174	4937.77	51.5557	1.44656	180.802	0.209197	nan
48175	4937.77	51.5557	1.44649	180.815	0.206466	nan
48176	4937.77	51.5558	1.4464	180.831	0.203781	nan
48177	4937.77	51.5558	1.44634	180.844	0.20125	nan
48178	4937.77	51.5558	1.44625	180.858	0.198689	nan
48179	4937.77	51.5558	1.44614	180.874	0.19624	nan
48180	4937.77	51.5559	1.44606	180.886	0.193913	nan
48181	4937.76	51.5559	1.44596	180.9	0.191562	nan
48182	4937.76	51.5559	1.44583	180.916	0.189004	nan
48183	4937.76	51.556	1.4457	180.932	0.186551	nan
48184	4937.76	51.556	1.44559	180.946	0.18444	nan
48185	4937.76	51.556	1.44548	180.958	0.182393	nan
48186	4937.76	51.556	1.44536	180.97	0.180315	nan
48187	4937.76	51.5561	1.44525	180.982	0.178552	nan
48188	4937.76	51.5561	1.44512	180.995	0.176634	nan
48189	4937.75	51.5561	1.44498	181.008	0.174706	nan
48190	4937.75	51.5562	1.44485	181.02	0.172942	nan
48191	4937.75	51.5562	1.44471	181.033	0.171126	nan
48192	4937.75	51.5562	1.44456	181.046	0.169229	nan
48193	4937.75	51.5562	1.44441	181.058	0.167334	nan
48194	4937.75	51.5563	1.44427	181.068	0.165518	nan
48195	4937.75	51.5563	1.44412	181.079	0.163734	nan
48196	4937.75	51.5563	1.44397	181.091	0.162007	nan
48197	4937.75	51.5564	1.44381	181.102	0.160326	nan
48198	4937.74	51.5564	1.44364	181.113	0.158724	nan
48199	4937.74	51.5564	1.44347	181.124	0.157184	nan
48200	4937.74	51.5564	1.44331	181.135	0.155665	nan
48201	4937.74	51.5565	1.44315	181.144	0.154268	nan
48202	4937.74	51.5565	1.44299	181.152	0.152954	nan
48203	4937.74	51.5565	1.44283	181.16	0.151746	nan
48204	4937.74	51.5566	1.44268	181.168	0.150672	nan
48205	4937.74	51.5566	1.44252	181.175	0.149717	nan
48206	4937.74	51.5566	1.44237	181.181	0.148874	nan
48207	4937.73	51.5566	1.44222	181.186	0.148142	nan
48208	4937.73	51.5567	1.44207	181.191	0.147459	nan
48209	4937.73	51.5567	1.44194	181.195	0.146864	nan
48210	4937.73	51.5567	1.44182	181.196	0.146356	nan
48211	4937.73	51.5568	1.4417	181.197	0.145986	nan
48212	4937.73	51.5568	1.4416	181.197	0.145665	nan
48213	4937.73	51.5568	1.4415	181.197	0.145437	nan
48214	4937.73	51.5568	1.44138	181.198	0.145144	nan
48215	4937.73	51.5569	1.44126	181.199	0.144952	nan
48216	4937.72	51.5569	1.44115	181.199	0.144803	nan
48217	4937.72	51.5569	1.44104	181.199	0.144572	nan
48218	4937.72	51.557	1.44092	181.2	0.14437	nan
48219	4937.72	51.557	1.44079	181.202	0.144162	nan
48220	4937.72	51.557	1.44066	181.204	0.143912	nan
48221	4937.72	51.557	1.44054	181.205	0.143887	nan
48222	4937.72	51.5571	1.44043	181.205	0.144097	nan
48223	4937.72	51.5571	1.44032	181.204	0.144515	nan
48224	4937.71	51.5571	1.44022	181.203	0.144823	nan
48225	4937.71	51.5572	1.44012	181.201	0.145294	nan
48226	4937.71	51.5572	1.44004	181.198	0.145787	nan
48227	4937.71	51.5572	1.43998	181.192	0.146483	nan
48228	4937.71	51.5572	1.43995	181.184	0.147596	nan
48229	4937.71	51.5573	1.43991	181.176	0.148873	nan
48230	4937.71	51.5573	1.43989	181.168	0.150158	nan
48231	4937.71	51.5573	1.43989	181.157	0.151516	nan
48232	4937.71	51.5574	1.43987	181.148	0.152842	nan
48233	4937.7	51.5574	1.43986	181.14	0.154022	nan
48234	4937.7	51.5574	1.43989	181.128	0.155351	nan
48235	4937.7	51.5574	1.43993	181.114	0.156899	nan
48236	4937.7	51.5575	1.43997	181.102	0.158368	nan
48237	4937.7	51.5575	1.44003	181.087	0.159982	nan
48238	4937.7	51.5575	1.44011	181.072	0.161834	nan
48239	4937.7	51.5576	1.44018	181.058	0.163842	nan
48240	4937.7	51.5576	1.44028	181.042	0.16612	nan
48241	4937.7	51.5576	1.44042	181.022	0.168942	nan
48242	4937.69	51.5576	1.44059	180.999	0.172301	nan
48243	4937.69	51.5577	1.44075	180.979	0.175849	nan
48244	4937.69	51.5577	1.44093	180.958	0.17945	nan
48245	4937.69	51.5577	1.44111	180.938	0.183061	nan
48246	4937.69	51.5578	1.4413	180.918	0.186536	nan
48247	4937.69	51.5578	1.44148	180.899	0.190134	nan
48248	4937.69	51.5578	1.44166	180.882	0.193411	nan
48249	4937.69	51.5578	1.44185	180.865	0.196778	nan
48250	4937.69	51.5579	1.44205	180.847	0.200303	nan
48251	4937.68	51.5579	1.44229	180.825	0.204167	nan
48252	4937.68	51.5579	1.44266	180.79	0.209557	nan
48253	4937.68	51.558	1.4431	180.749	0.217734	nan
48254	4937.68	51.558	1.44362	180.702	0.22901	nan
48255	4937.68	51.558	1.44419	180.65	0.242124	nan
48256	4937.68	51.558	1.44471	180.607	0.253728	nan
48257	4937.68	51.5581	1.44512	180.578	0.26137	nan
48258	4937.68	51.5581	1.44546	180.557	0.26598	nan
48259	4937.67	51.5581	1.44573	180.544	0.268436	nan
48260	4937.67	51.5582	1.44594	180.538	0.26895	nan
48261	4937.67	51.5582	1.44611	180.536	0.268505	nan
48262	4937.67	51.5582	1.44624	180.539	0.267407	nan
48263	4937.67	51.5582	1.44637	180.542	0.265919	nan
48264	4937.67	51.5583	1.44646	180.549	0.263926	nan
48265	4937.67	51.5583	1.44652	180.558	0.261517	nan
48266	4937.67	51.5583	1.4466	180.565	0.259047	nan
48267	4937.67	51.5584	1.44667	180.574	0.256345	nan
48268	4937.66	51.5584	1.44672	180.584	0.253497	nan
48269	4937.66	51.5584	1.44676	180.594	0.250634	nan
48270	4937.66	51.5584	1.4468	180.605	0.247783	nan
48271	4937.66	51.5585	1.44682	180.616	0.24478	nan
48272	4937.66	51.5585	1.44684	180.628	0.241989	nan
48273	4937.66	51.5585	1.44684	180.641	0.239177	nan
48274	4937.66	51.5586	1.44685	180.653	0.236255	nan
48275	4937.66	51.5586	1.44685	180.665	0.233374	nan
48276	4937.66	51.5586	1.44684	180.678	0.230578	nan
48277	4937.65	51.5587	1.44683	180.69	0.227682	nan
48278	4937.65	51.5587	1.44682	180.702	0.224541	nan
48279	4937.65	51.5587	1.44679	180.716	0.221426	nan
48280	4937.65	51.5587	1.44677	180.729	0.218378	nan
48281	4937.65	51.5588	1.44672	180.743	0.215206	nan
48282	4937.65	51.5588	1.44666	180.758	0.21197	nan
48283	4937.65	51.5588	1.44658	180.774	0.208968	nan
48284	4937.65	51.5589	1.44651	180.79	0.206041	nan
48285	4937.64	51.5589	1.44642	180.806	0.203139	nan
48286	4937.64	51.5589	1.44632	180.823	0.200246	nan
48287	4937.64	51.5589	1.44622	180.839	0.19741	nan
48288	4937.64	51.559	1.44614	180.854	0.194836	nan
48289	4937.64	51.559	1.44605	180.867	0.192314	nan
48290	4937.64	51.559	1.44595	180.882	0.189773	nan
48291	4937.64	51.5591	1.44584	180.896	0.187352	nan
48292	4937.64	51.5591	1.44574	180.91	0.184988	nan
48293	4937.64	51.5591	1.44562	180.924	0.182856	nan
48294	4937.63	51.5591	1.4455	180.938	0.180771	nan
48295	4937.63	51.5592	1.44538	180.951	0.178528	nan
48296	4937.63	51.5592	1.44525	180.965	0.176198	nan
48297	4937.63	51.5592	1.44512	180.979	0.174079	nan
48298	4937.63	51.5593	1.44499	180.992	0.172009	nan
48299	4937.63	51.5593	1.44485	181.005	0.17003	nan
48300	4937.63	51.5593	1.44471	181.018	0.168141	nan
48301	4937.63	51.5593	1.44456	181.031	0.166316	nan
48302	4937.63	51.5594	1.44442	181.043	0.164596	nan
48303	4937.62	51.5594	1.44427	181.054	0.162882	nan
48304	4937.62	51.5594	1.44413	181.065	0.161282	nan
48305	4937.62	51.5595	1.44399	181.075	0.15986	nan
48306	4937.62	51.5595	1.44385	181.084	0.158476	nan
48307	4937.62	51.5595	1.44371	181.093	0.156999	nan
48308	4937.62	51.5595	1.44357	181.102	0.155607	nan
48309	4937.62	51.5596	1.44342	181.111	0.154257	nan
48310	4937.62	51.5596	1.44326	181.12	0.152913	nan
48311	4937.61	51.5596	1.44312	181.128	0.151683	nan
48312	4937.61	51.5597	1.44296	181.137	0.150492	nan
48313	4937.61	51.5597	1.44281	181.145	0.149361	nan
48314	4937.61	51.5597	1.44266	181.152	0.148276	nan
48315	4937.61	51.5597	1.44251	181.158	0.147346	nan
48316	4937.61	51.5598	1.44237	181.163	0.146495	nan
48317	4937.61	51.5598	1.44225	181.167	0.14573	nan
48318	4937.61	51.5598	1.4421	181.172	0.145003	nan
48319	4937.61	51.5599	1.44197	181.176	0.144445	nan
48320	4937.6	51.5599	1.44184	181.179	0.144039	nan
48321	4937.6	51.5599	1.44171	181.182	0.143813	nan
48322	4937.6	51.5599	1.44158	181.185	0.143683	nan
48323	4937.6	51.56	1.44145	181.187	0.143594	nan
48324	4937.6	51.56	1.44135	181.187	0.143688	nan
48325	4937.6	51.56	1.44125	181.186	0.143846	nan
48326	4937.6	51.5601	1.44115	181.186	0.143909	nan
48327	4937.6	51.5601	1.44105	181.185	0.144071	nan
48328	4937.6	51.5601	1.44095	181.184	0.144337	nan
48329	4937.59	51.5601	1.44084	181.184	0.144611	nan
48330	4937.59	51.5602	1.44076	181.181	0.144849	nan
48331	4937.59	51.5602	1.44068	181.179	0.144979	nan
48332	4937.59	51.5602	1.44058	181.178	0.145023	nan
48333	4937.59	51.5603	1.44049	181.176	0.145073	nan
48334	4937.59	51.5603	1.44041	181.174	0.145373	nan
48335	4937.59	51.5603	1.44033	181.171	0.145906	nan
48336	4937.59	51.5603	1.44028	181.165	0.146583	nan
48337	4937.59	51.5604	1.44024	181.159	0.147345	nan
48338	4937.58	51.5604	1.44021	181.152	0.1482	nan
48339	4937.58	51.5604	1.44018	181.145	0.149269	nan
48340	4937.58	51.5605	1.44019	181.133	0.150482	nan
48341	4937.58	51.5605	1.44022	181.122	0.151734	nan
48342	4937.58	51.5605	1.44023	181.112	0.153467	nan
48343	4937.58	51.5605	1.44025	181.101	0.155435	nan
48344	4937.58	51.5606	1.44026	181.092	0.157524	nan
48345	4937.58	51.5606	1.44031	181.079	0.159958	nan
48346	4937.57	51.5606	1.44042	181.061	0.162767	nan
48347	4937.57	51.5607	1.44057	181.039	0.165946	nan
48348	4937.57	51.5607	1.44075	181.014	0.169493	nan
48349	4937.57	51.5607	1.44092	180.993	0.17292	nan
48350	4937.57	51.5607	1.44107	180.973	0.176313	nan
48351	4937.57	51.5608	1.44122	180.956	0.179663	nan
48352	4937.57	51.5608	1.44136	180.94	0.182768	nan
48353	4937.57	51.5608	1.44153	180.922	0.186031	nan
48354	4937.57	51.5609	1.44169	180.905	0.189439	nan
48355	4937.56	51.5609	1.44188	180.886	0.193026	nan
48356	4937.56	51.5609	1.4421	180.865	0.196555	nan
48357	4937.56	51.5609	1.44234	180.842	0.200344	nan
48358	4937.56	51.561	1.44264	180.815	0.205299	nan
48359	4937.56	51.561	1.44303	180.779	0.212209	nan
48360	4937.56	51.561	1.44357	180.727	0.222951	nan
48361	4937.56	51.5611	1.4442	180.669	0.236844	nan
48362	4937.56	51.5611	1.44476	180.62	0.249673	nan
48363	4937.56	51.5611	1.44522	180.583	0.259215	nan
48364	4937.55	51.5611	1.44562	180.556	0.265148	nan
48365	4937.55	51.5612	1.44592	180.54	0.268651	nan
48366	4937.55	51.5612	1.44613	180.533	0.269822	nan
48367	4937.55	51.5612	1.44631	180.532	0.269859	nan
48368	4937.55	51.5613	1.44646	180.533	0.268752	nan
48369	4937.55	51.5613	1.44657	180.537	0.267149	nan
48370	4937.55	51.5613	1.44668	180.542	0.265538	nan
48371	4937.55	51.5613	1.44676	180.55	0.263428	nan
48372	4937.54	51.5614	1.44683	180.558	0.260915	nan
48373	4937.54	51.5614	1.44689	180.569	0.25832	nan
48374	4937.54	51.5614	1.44693	180.579	0.255175	nan
48375	4937.54	51.5615	1.44698	180.589	0.252379	nan
48376	4937.54	51.5615	1.447	180.602	0.249278	nan
48377	4937.54	51.5615	1.44703	180.613	0.246246	nan
48378	4937.54	51.5615	1.44703	180.627	0.24316	nan
48379	4937.54	51.5616	1.44706	180.637	0.240499	nan
48380	4937.54	51.5616	1.44708	180.647	0.237926	nan
48381	4937.53	51.5616	1.44711	180.656	0.235148	nan
48382	4937.53	51.5617	1.4471	180.67	0.232171	nan
48383	4937.53	51.5617	1.44707	180.684	0.22897	nan
48384	4937.53	51.5617	1.44707	180.696	0.226018	nan
48385	4937.53	51.5618	1.44704	180.71	0.223158	nan
48386	4937.53	51.5618	1.44699	180.725	0.220112	nan
48387	4937.53	51.5618	1.44692	180.742	0.21694	nan
48388	4937.53	51.5618	1.44685	180.759	0.213881	nan
48389	4937.53	51.5619	1.44678	180.773	0.210832	nan
48390	4937.52	51.5619	1.44673	180.787	0.208204	nan
48391	4937.52	51.5619	1.44664	180.803	0.205375	nan
48392	4937.52	51.562	1.44656	180.818	0.202874	nan
48393	4937.52	51.562	1.44648	180.832	0.200474	nan
48394	4937.52	51.562	1.44639	180.848	0.197788	nan
48395	4937.52	51.562	1.44628	180.863	0.195211	nan
48396	4937.52	51.5621	1.44618	180.879	0.192724	nan
48397	4937.52	51.5621	1.44608	180.893	0.19037	nan
48398	4937.51	51.5621	1.44598	180.905	0.188303	nan
48399	4937.51	51.5622	1.44588	180.919	0.186164	nan
48400	4937.51	51.5622	1.44576	180.933	0.183974	nan
48401	4937.51	51.5622	1.44564	180.947	0.181895	nan
48402	4937.51	51.5622	1.44552	180.96	0.179962	nan
48403	4937.51	51.5623	1.44541	180.971	0.177869	nan
48404	4937.51	51.5623	1.44531	180.982	0.175848	nan
48405	4937.51	51.5623	1.44519	180.993	0.173897	nan
48406	4937.51	51.5624	1.44506	181.005	0.172109	nan
48407	4937.5	51.5624	1.44493	181.017	0.170281	nan
48408	4937.5	51.5624	1.44479	181.029	0.168594	nan
48409	4937.5	51.5624	1.44465	181.041	0.166932	nan
48410	4937.5	51.5625	1.4445	181.053	0.165204	nan
48411	4937.5	51.5625	1.44436	181.064	0.16354	nan
48412	4937.5	51.5625	1.44422	181.074	0.161919	nan
48413	4937.5	51.5626	1.44407	181.085	0.160284	nan
48414	4937.5	51.5626	1.44391	181.096	0.158665	nan
48415	4937.5	51.5626	1.44376	181.106	0.157135	nan
48416	4937.49	51.5626	1.44361	181.115	0.155716	nan
48417	4937.49	51.5627	1.44345	181.125	0.154326	nan
48418	4937.49	51.5627	1.44328	181.135	0.152967	nan
48419	4937.49	51.5627	1.44312	181.144	0.151664	nan
48420	4937.49	51.5628	1.44296	181.153	0.150378	nan
48421	4937.49	51.5628	1.44279	181.161	0.149151	nan
48422	4937.49	51.5628	1.44263	181.169	0.147988	nan
48423	4937.49	51.5628	1.44246	181.177	0.146849	nan
48424	4937.49	51.5629	1.4423	181.183	0.145808	nan
48425	4937.48	51.5629	1.44214	181.19	0.144768	nan
48426	4937.48	51.5629	1.44198	181.197	0.143757	nan
48427	4937.48	51.563	1.44181	181.203	0.142904	nan
48428	4937.48	51.563	1.44165	181.209	0.142144	nan
48429	4937.48	51.563	1.44148	181.215	0.141443	nan
48430	4937.48	51.563	1.44131	181.22	0.140741	nan
48431	4937.48	51.5631	1.44114	181.226	0.140103	nan
48432	4937.48	51.5631	1.44098	181.229	0.139558	nan
48433	4937.48	51.5631	1.44082	181.234	0.139033	nan
48434	4937.47	51.5632	1.44065	181.238	0.138632	nan
48435	4937.47	51.5632	1.4405	181.241	0.13836	nan
48436	4937.47	51.5632	1.44034	181.244	0.138061	nan
48437	4937.47	51.5632	1.4402	181.245	0.137908	nan
48438	4937.47	51.5633	1.44008	181.243	0.138	nan
48439	4937.47	51.5633	1.43997	181.24	0.13824	nan
48440	4937.47	51.5633	1.43991	181.233	0.138927	nan
48441	4937.47	51.5634	1.43983	181.228	0.139502	nan
48442	4937.46	51.5634	1.43972	181.225	0.140077	nan
